country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Estonia,Estonia,Estonia,EST,56556,47,7.582,46,1.166,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,48,7.25,32,3.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,49,6.25,51,0.875,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,50,6.166,45,1.166,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,51,5.791,52,0.875,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,52,5.5,43,1.625,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,53,5.165,54,0.666,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,54,4.75,50,1.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,55,1.999,53,0.833,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,1,104.303,3,17.375,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,2,90.284,1,21.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,3,89.489,5,16.062,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,86.624,2,19.357,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,66.831,4,16.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,6,61.3,11,10.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,56.316,10,11.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,8,48.8,6,14.4,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,9,38.6,8,12.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,10,36.05,7,13.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,11,36.05,16,6.4,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,12,32.975,19,5.2,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,13,32.6,21,4.8,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,14,31.625,14,8.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,15,31.525,9,11.4,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,16,31.45,13,8.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,17,31.125,12,8.75,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,18,28.0,25,4.1,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,19,27.775,46,1.4,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,20,25.525,18,5.875,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,21,25.375,15,6.875,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,22,22.965,24,4.333,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,23,22.1,28,3.75,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,24,21.875,22,4.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,25,21.5,38,1.875,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,26,21.375,29,3.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,27,20.375,23,4.375,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,28,20.125,17,5.875,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,29,19.625,20,5.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,30,13.25,26,3.875,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,31,13.125,37,2.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Kosovo,Kosovo,Kosovo,KOS,2608110,32,11.541,31,3.0,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,33,11.5,30,3.125,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,34,11.125,39,1.75,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,35,10.875,45,1.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,36,10.625,34,2.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,37,10.625,42,1.625,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,38,10.375,32,2.75,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,39,10.0,35,2.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,40,10.0,52,0.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,41,9.583,27,3.833,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,42,9.208,50,1.125,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,43,8.625,33,2.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,44,8.5,49,1.125,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,45,8.25,43,1.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,46,7.625,48,1.25,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,47,7.375,36,2.125,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,48,7.207,55,0.125,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,49,6.625,40,1.75,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,50,6.0,44,1.5,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,51,5.998,41,1.666,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,52,5.791,51,0.625,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,53,5.708,47,1.333,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,54,4.957,54,0.166,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,55,1.832,53,0.333,2024,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2024,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2024,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,1,115.196,1,29.464,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,2,97.231,3,21.875,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,3,94.453,2,23.892,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,86.331,4,18.421,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,73.093,5,17.928,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,6,67.15,8,15.25,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,62.266,6,16.25,2025,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2025,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2025,2026-02-13T21:37:57.705796+00:00
